,rank,song,artist,peak-rank,weeks-on-board
275213,27,Lo Mucho Que Te Quiero (The More I Love You),Rene & Rene,14,12
275215,29,Wichita Lineman,Glen Campbell,3,15
275234,48,Are You Happy,Jerry Butler,39,10
275236,50,Baby Let's Wait,The Royal Guardsmen,35,13
275243,57,"Ob-La-Di, Ob-La-Da",Arthur Conley,51,6
275248,62,Rain In My Heart,Frank Sinatra,62,6
275250,64,Not On The Outside,The Moments,57,7
275258,72,This Old Heart Of Mine (Is Weak For You),Tammi Terrell,67,4
275260,74,Bubble Gum Music,Rock & Roll Double Bubble,74,4
275263,77,If It Wasn't For Bad Luck,Ray Charles & Jimmy Lewis,77,6
275264,78,The Grooviest Girl In The World,The Fun And Games,78,4
275268,82,Poor Side Of Town,Al Wilson,75,4
275273,87,My World Is Empty Without You,Jose Feliciano,87,1
275282,96,"The Tra La La Song (One Banana, Two Banana)",The Banana Splits,96,1
275312,26,Cinnamon,Derek,11,15
275315,29,Love Child,Diana Ross & The Supremes,1,16
275316,30,Cloud Nine,The Temptations,6,12
275317,31,For Once In My Life,Stevie Wonder,2,14
275318,32,I Love How You Love Me,Bobby Vinton,9,14
275325,39,Stormy,Classics IV Featuring Dennis Yost,5,15
275326,40,This Is My Country,The Impressions,25,10
275331,45,Ready Or Not Here I Come (Can't Hide From Love),The Delfonics,35,9
275344,58,Rainbow Ride,Andy Kim,49,7
275346,60,California Dreamin',Bobby Womack,43,9
275347,61,Electric Stories,"The 4 Seasons Featuring the ""Sound of Frankie Valli""",61,6
275362,76,I'm Gonna Hold On Long As I Can,The Marvelettes,76,3
275369,83,He Called Me Baby,Ella Washington,77,3
275374,88,That's Your Baby,Joe Tex,88,3
275384,98,Please Don't Desert Me Baby,Gloria Walker/Chevelles,98,2
275385,99,Saturday Night At The World,Mason Williams,99,1
275413,27,Who's Making Love,Johnnie Taylor,5,14
275427,41,Bella Linda,The Grass Roots,28,9
275428,42,"Abraham, Martin And John",Dion,4,14
275430,44,Papa's Got A Brand New Bag,Otis Redding,21,9
275432,46,A Ray Of Hope,The Rascals,24,8
275444,58,You Got Soul,Johnny Nash,58,7
275456,70,Looking Back,Joe Simon,70,6
275469,83,Kay,"John Wesley Ryles, I",83,5
275470,84,She's A Lady,John Sebastian,84,4
275477,91,You've Got The Power,The Esquires,91,5
275480,94,Ain't Got No; I Got Life,Nina Simone,94,4
275483,97,Fox On The Run,Manfred Mann,97,2
275518,32,Magic Carpet Ride,Steppenwolf,3,16
275519,33,Both Sides Now,Judy Collins,8,11
275524,38,Hey Jude,The Beatles,1,19
275540,54,My Favorite Things,Herb Alpert & The Tijuana Brass,45,6
275542,56,Crosstown Traffic,The Jimi Hendrix Experience,52,8
275549,63,Bluebirds Over The Mountain,The Beach Boys,61,6
275554,68,Isn't It Lonely Together,O.C. Smith,63,6
275556,70,Rockin' In The Same Old Boat,Bobby Bland,58,10
275558,72,Malinda,Bobby Taylor & The Vancouvers,48,7
275570,84,The Thought Of Loving You,The Crystal Mansion,84,5
275572,86,Eloise,Barry Ryan,86,4
275577,91,Shout! - Part 1,Chambers Brothers,83,5
275618,32,Scarborough Fair,Sergio Mendes & Brasil '66,16,9
275622,36,See Saw,Aretha Franklin,14,8
275626,40,Bring It On Home To Me,Eddie Floyd,17,13
275627,41,My Song,Aretha Franklin,31,7
275630,44,Battle Hymn Of The Republic,Andy Williams with the St. Charles Borromeo Choir,33,13
275635,49,Chewy Chewy,Ohio Express,15,13
275636,50,Little Arrows,Leapy Lee,16,14
275647,61,The Girl Most Likely,Jeannie C. Riley,55,6
275653,67,I Can't Turn You Loose,The Chambers Brothers,37,8
275655,69,Just Ain't No Love,Barbara Acklin,67,9
275657,71,White Houses,Eric Burdon & The Animals,67,8
275663,77,Chitty Chitty Bang Bang,Paul Mauriat,76,8
275665,79,"Shame, Shame",Magic Lanterns,29,12
275666,80,American Boys,Petula Clark,59,8
275673,87,Tit For Tat (Ain't No Taking Back),James Brown,86,4
275674,88,Vance,Roger Miller,80,6
275681,95,If I Only Had Time,Nick DeCaro,95,1
275685,99,I'm Into Lookin' For Someone To Love Me,Bobby Vee,98,3
275686,100,I Can't Help It (If I'm Still In Love With You),Al Martino,97,3
275735,49,People,The Tymes,39,8
275738,52,Put Your Head On My Shoulder,The Lettermen,44,8
275750,64,I Put A Spell On You,Creedence Clearwater Revival,58,9
275756,70,"Season Of The Witch, Pt. 1",Vanilla Fudge,65,3
275811,25,Those Were The Days,Mary Hopkin,2,14
275817,31,Till,The Vogues,27,6
275821,35,"Promises, Promises",Dionne Warwick,19,9
275831,45,Kentucky Woman,Deep Purple,38,8
275838,52,Not Enough Indians,Dean Martin,43,9
275840,54,Ballad Of Two Brothers,Autry Inman,48,7
275862,76,Love Machine,The O'Kaysions,76,6
275863,77,Good Time Girl,Nancy Sinatra,65,5
275865,79,Reach Out,Merrilee Rush,79,4
275868,82,Release Me,Johnny Adams,82,3
275877,91,Stay Close To Me,Five Stairsteps & Cubie,91,2
275911,25,Hold Me Tight,Johnny Nash,5,15
275918,32,Bang-Shang-A-Lang,The Archies,22,13
275919,33,Pickin' Wild Mountain Berries,Peggy Scott & Jo Jo Benson,27,10
275926,40,Goody Goody Gumdrops,1910 Fruitgum Co.,37,9
275928,42,A Man And A Half,Wilson Pickett,42,6
275931,45,Goodbye My Love,James Brown,31,7
275944,58,Slow Drag,The Intruders,54,7
275949,63,"Come On, React!",The Fireballs,63,8
275952,66,Keep On Dancing,Alvin Cash,66,5
275955,69,With A Little Help From My Friends,Joe Cocker,68,6
275965,79,Don't Make The Good Girls Go Bad,Della Humphrey,79,4
275966,80,Do You Wanna Dance,The Mamas & The Papas,76,5
275977,91,Don't Pat Me On The Back And Call Me Brother,John W. Anderson presents KaSandra,91,2
275980,94,Yesterday's Rain,Spanky And Our Gang,94,3
276012,26,White Room,Cream,6,11
276020,34,Quick Joey Small (Run Joey Run),Kasenetz-Katz Singing Orchestral Circus,25,11
276021,35,Cycles,Frank Sinatra,23,10
276033,47,Les Bicyclettes De Belsize,Engelbert Humperdinck,31,9
276035,49,The Straight Life,Bobby Goldsboro,36,8
276042,56,Shake,Shadows Of Knight,46,8
276043,57,Fire,Five By Five,52,7
276046,60,Talking About My Baby,Gloria Walker,60,7
276051,65,I Walk Alone,Marty Robbins,65,8
276057,71,Don't Cry My Love,The Impressions,71,4
276067,81,Born To Be With You,Sonny James,81,4
276079,93,Don't Be Afraid (Do As I Say),Frankie Karl & The Dreams,93,1
276083,97,The Worm,Jimmy McGriff,97,1
276085,99,They Don't Make Love Like They Used To,Eddy Arnold,99,2
276107,21,Little Green Apples,O.C. Smith,2,17
276109,23,Midnight Confessions,The Grass Roots,5,15
276118,32,Elenore,The Turtles,6,12
276123,37,Hi-Heel Sneakers,Jose Feliciano,25,8
276134,48,Peace Brother Peace,Bill Medley,48,7
276137,51,1432 Franklin Pike Circle Hero,Bobby Russell,36,7
276139,53,Do Something To Me,Tommy James And The Shondells,38,9
276147,61,Right Relations,Johnny Rivers,61,3
276148,62,From The Teacher To The Preacher,Gene Chandler & Barbara Acklin,57,8
276150,64,Crown Of Creation,Jefferson Airplane,64,6
276156,70,The Yard Went On Forever,Richard Harris,64,6
276170,84,Coo Coo,Big Brother And The Holding Company,84,3
276213,27,Over You,Gary Puckett And The Union Gap,7,11
276215,29,Always Together,The Dells,18,8
276218,32,Fire,The Crazy World Of Arthur Brown,2,13
276219,33,Sweet Blindness,The 5th Dimension,13,10
276236,50,The Star-Spangled Banner,Jose Feliciano,50,5
276253,67,California Earthquake,Mama Cass,67,5
276254,68,Sunday Sun,Neil Diamond,68,5
276260,74,Mornin' Glory,Bobbie Gentry & Glen Campbell,74,6
276265,79,Let's Make A Promise,Peaches & Herb,75,4
276269,83,The Ol' Race Track,The Mills Brothers,83,2
276271,85,Sweet Darlin',Martha Reeves & The Vandellas,80,5
276280,94,I've Got Love For My Baby,Young Hearts,94,3
276315,29,Revolution,The Beatles,12,11
276316,30,"Hey, Western Union Man",Jerry Butler,16,13
276317,31,Suzie Q. (Part One),Creedence Clearwater Revival,11,12
276319,33,Keep On Lovin' Me Honey,Marvin Gaye & Tammi Terrell,24,7
276326,40,Shape Of Things To Come,Max Frost And The Troopers,22,12
276329,43,Fool For You,The Impressions,22,12
276335,49,Take Me For A Little While,Vanilla Fudge,38,8
276343,57,The Funky Judge,Bull & The Matadors,39,14
276364,78,Harper Valley P.T.A. (Later That Same Day),Ben Colder,67,5
276373,87,(She's) Some Kind Of Wonderful,The Fantastic Johnny C,87,2
276379,93,Hard To Handle,Patti Drew,93,2
276407,21,Girl Watcher,The O'Kaysions,5,14
276414,28,Say It Loud - I'm Black And I'm Proud (Part 1),James Brown,10,11
276415,29,Piece Of My Heart,Big Brother And The Holding Company,12,12
276418,32,Court Of Love,The Unifics,25,9
276421,35,Harper Valley P.T.A.,Jeannie C. Riley,1,13
276422,36,All Along The Watchtower,The Jimi Hendrix Experience,20,9
276430,44,Chained,Marvin Gaye,32,10
276442,56,I Love You Madly,Fantastic Four,56,9
276445,59,Cinderella Sunshine,Paul Revere & The Raiders Featuring Mark Lindsay,58,6
276448,62,Porpoise Song,The Monkees,62,6
276456,70,For Once In My Life,Jackie Wilson,70,3
276459,73,Everybody Got To Believe In Somebody,Sam & Dave,73,3
276469,83,Do What You Gotta Do,Nina Simone,83,5
276471,85,Aunt Dora's Love Soul Shack,Arthur Conley,85,4
276478,92,Billy You're My Friend,Gene Pitney,92,3
276484,98,I Worry About You,Joe Simon,98,1
276486,100,A Whiter Shade Of Pale,The Hesitations,100,2
276514,28,I've Gotta Get A Message To You,Bee Gees,8,13
276516,30,Time Has Come Today,The Chambers Brothers,11,14
276517,31,My Special Angel,The Vogues,7,10
276519,33,Lalena,Donovan,33,6
276527,41,I've Got Dreams To Remember,Otis Redding,41,7
276530,44,Do The Choo Choo,Archie Bell & The Drells,44,7
276535,49,"Shoot'em Up, Baby",Andy Kim,31,10
276536,50,Gentle On My Mind,Glen Campbell,39,16
276537,51,I'm In A Different World,Four Tops,51,6
276541,55,Peace Of Mind,Nancy Wilson,55,7
276547,61,Ride My See-Saw,The Moody Blues,61,5
276552,66,Alfie,Eivets Rednow,66,6
276556,70,Fly Me To The Moon,Bobby Womack,52,13
276571,85,Soul Drippin',The Mauds,85,4
276626,40,"Baby, Come Back",The Equals,32,9
276628,42,I Found A True Love,Wilson Pickett,42,7
276631,45,Break Your Promise,The Delfonics,35,10
276634,48,Naturally Stoned,The Avant-Garde,40,10
276654,68,Destination: Anywhere,The Marvelettes,63,5
276655,69,Smell Of Incense,Southwest F.O.B.,56,5
276663,77,A Little Less Conversation,Elvis Presley With The Jordanaires,69,4
276668,82,You Put It On Me,B.B. King,82,5
276674,88,It's Crazy,Eddie Harris,88,2
276684,98,Jesse Brady,The McCoys,98,2
276685,99,Do Your Own Thing,Brook Benton,99,2
276710,24,Slip Away,Clarence Carter,6,16
276712,26,I Say A Little Prayer,Aretha Franklin,10,11
276715,29,The Fool On The Hill,Sergio Mendes & Brasil '66,6,12
276725,39,(The Lament Of The Cherokee) Indian Reservation,Don Fardon,20,9
276727,41,I Wish It Would Rain,Gladys Knight And The Pips,41,10
276743,57,I Ain't Got To Love Nobody Else,The Masqueraders,57,5
276757,71,Puffin' On Down The Track,Hugh Masekela,71,5
276763,77,Hitchcock Railway,Jose Feliciano,77,3
276767,81,"You Need Me, Baby",Joe Tex,81,3
276768,82,On The Way Home,Buffalo Springfield,82,3
276772,86,Where Do I Go,Carla Thomas,86,2
276777,91,Up-Hard,Willie Mitchell,91,4
276778,92,"Listen, They're Playing My Song",Ray Charles,92,2
276782,96,Golden Gate Park,Rejoice!,96,1
276783,97,Isn't It Lonely Together,Robert Knight,97,2
276784,98,Never My Love,The Sandpebbles,98,2
276813,27,People Got To Be Free,The Rascals,1,14
276814,28,"1, 2, 3, Red Light",1910 Fruitgum Co.,5,13
276815,29,Hush,Deep Purple,4,10
276816,30,The Snake,Al Wilson,27,10
276817,31,On The Road Again,Canned Heat,16,11
276821,35,Hip City - Pt. 2,Jr. Walker & The All Stars,31,11
276833,47,Down On Me,Big Brother And The Holding Company,43,8
276834,48,Who Is Gonna Love Me?,Dionne Warwick,33,9
276836,50,I Met Her In Church,The Box Tops,37,6
276839,53,Help Yourself,Tom Jones,35,8
276845,59,Don't Change Your Love,Five Stairsteps & Cubie,59,9
276846,60,Poor Baby,The Cowsills,44,6
276861,75,Message From Maria,Joe Simon,75,4
276864,78,"Oh Lord, Why Lord",Los Pop Tops,78,4
276874,88,You Got The Love,Professor Morrison's Lollipop,88,3
276876,90,Nitty Gritty,Ricardo Ray,90,3
276879,93,Harper Valley P.T.A.,King Curtis & The Kingpins,93,2
276882,96,Baroque-A-Nova,Mason Williams,96,2
276911,25,Light My Fire,Jose Feliciano,3,12
276916,30,The House That Jack Built,Aretha Franklin,6,9
276919,33,You're All I Need To Get By,Marvin Gaye & Tammi Terrell,7,12
276928,42,Special Occasion,Smokey Robinson & The Miracles,26,9
276934,48,Street Fighting Man,The Rolling Stones,48,6
276948,62,Brown Eyed Woman,Bill Medley,43,11
276950,64,The Weight,Jackie DeShannon,55,8
276952,66,Workin' On A Groovy Thing,Patti Drew,62,11
276954,68,Horse Fever,Cliff Nobles & Co.,68,5
276956,70,Ice In The Sun,The Status Quo,70,3
276959,73,The Weight,The Band,63,7
276960,74,Listen Here,Eddie Harris,45,13
276967,81,For The Love Of Ivy,The Mamas & The Papas,81,5
276977,91,"The Biplane, Ever More",The Irish Rovers,91,5
277009,23,Born To Be Wild,Steppenwolf,2,13
277016,30,Magic Bus,The Who,25,9
277037,51,To Wait For Love,Herb Alpert,51,6
277056,70,My Way Of Life,Frank Sinatra,64,6
277063,77,Private Number,Judy Clay & William Bell,75,6
277064,78,That Kind Of Woman,Merrilee Rush & The Turnabouts,76,6
277068,82,There Was A Time,Gene Chandler,82,3
277069,83,Sweet Young Thing Like You,Ray Charles,83,2
277073,87,Light My Fire,The Doors,1,23
277077,91,San Francisco Girls (Return of the Native),Fever Tree,91,6
277080,94,The Choice,The O'Jays,94,3
277081,95,Almost In Love,Elvis Presley With The Jordanaires,95,2
277082,96,Tomboy,Ronnie Dove,96,3
277109,23,You Keep Me Hangin' On,The Vanilla Fudge,6,17
277118,32,Tuesday Afternoon (Forever Afternoon),The Moody Blues,24,11
277123,37,Love Makes A Woman,Barbara Acklin,15,12
277125,39,Do It Again,The Beach Boys,20,10
277126,40,Down At Lulu's,Ohio Express,33,9
277136,50,I Can't Dance To That Music You're Playin',Martha Reeves & The Vandellas,42,8
277144,58,Morning Dew,Lulu,52,8
277146,60,Six Man Band,The Association,47,6
277153,67,(There's) Always Something There To Remind Me,Dionne Warwick,65,5
277159,73,Unchained Melody,The Sweet Inspirations,73,5
277160,74,Down Here On The Ground,Lou Rawls,69,5
277180,94,Then You Can Tell Me Goodbye,Eddy Arnold,84,4
277181,95,Battle Of New Orleans,Harpers Bizarre,95,2
277184,98,The B.B. Jones,B.B. King,98,1
277209,23,"Hello, I Love You",The Doors,1,12
277211,25,Sunshine Of Your Love,Cream,5,26
277216,30,Classical Gas,Mason Williams,2,14
277218,32,"Turn Around, Look At Me",The Vogues,7,15
277221,35,Sealed With A Kiss,Gary Lewis And The Playboys,19,14
277222,36,Stay In My Corner,The Dells,10,13
277223,37,I Can't Stop Dancing,Archie Bell & The Drells,9,10
277227,41,The Eyes Of A New York Woman,B.J. Thomas,28,14
277229,43,Girls Can't Do What The Guys Do,Betty Wright,33,8
277235,49,Give A Damn,Spanky And Our Gang,43,8
277239,53,I've Never Found A Girl (To Love Me Like You Do),Eddie Floyd,40,9
277253,67,Barefoot In Baltimore,Strawberry Alarm Clock,67,4
277268,82,The Mule,The James Boys,82,4
277269,83,Do What You Gotta Do,Bobby Vee,83,4
277316,30,Soul-Limbo,Booker T. & The MG's,17,10
277318,32,Please Return Your Love To Me,The Temptations,26,7
277321,35,Dream A Little Dream Of Me,Mama Cass With The Mamas & The Papas,12,11
277322,36,Mr. Businessman,Ray Stevens,28,7
277336,50,Stoned Soul Picnic,The 5th Dimension,3,16
277337,51,Journey To The Center Of The Mind,The Amboy Dukes,16,12
277379,93,Do The Best You Can,The Hollies,93,1
277380,94,Help Yourself (To All Of My Lovin'),James & Bobby Purify,94,3
277381,95,Sally Had A Party,Flavor,95,5
277383,97,(I Can Feel Your Love) Slipping Away,Barbara Mason,97,1
277386,100,Lady Madonna,Fats Domino,100,2
277417,31,Pictures Of Matchstick Men,The Status Quo,12,17
277420,34,I Get The Sweetest Feeling,Jackie Wilson,34,8
277425,39,Alice Long (You're Still My Favorite Girlfriend),Tommy Boyce & Bobby Hart,27,10
277427,41,Hurdy Gurdy Man,Donovan,5,12
277440,54,And Suddenly,The Cherry People,45,8
277441,55,Can't You Find Another Way (Of Doing It),Sam & Dave,54,6
277444,58,Keep The One You Got,Joe Tex,52,5
277454,68,I Loved And I Lost,The Impressions,61,8
277472,86,If Love Is In Your Heart,Friend And Lover,86,2
277480,94,The Woman I Love,B.B. King,94,3
277483,97,She's About A Mover,Otis Clay,97,3
277484,98,Since You've Been Gone,Ramsey Lewis,98,2
277516,30,Halfway To Paradise,Bobby Vinton,23,7
277517,31,Lady Willpower,Gary Puckett And The Union Gap,2,13
277524,38,(Love Is Like A) Baseball Game,The Intruders,26,9
277526,40,You Met Your Match,Stevie Wonder,35,7
277533,47,Don't Give Up,Petula Clark,37,7
277534,48,Sky Pilot (Part One),Eric Burdon & The Animals,14,14
277540,54,Understanding,Ray Charles,46,12
277542,56,"I Guess I'll Have To Cry, Cry, Cry",James Brown And The Famous Flames,55,6
277550,64,Sudden Stop,Percy Sledge,63,5
277559,73,God Bless Our Love,The Ballads,65,7
277578,92,Tell Someone You Love Them,"Dino, Desi & Billy",92,4
277581,95,Bring Back Those Rockabye Baby Days,Tiny Tim,95,2
277606,20,Grazing In The Grass,Hugh Masekela,1,12
277616,30,Jumpin' Jack Flash,The Rolling Stones,3,12
277619,33,The Horse,Cliff Nobles & Co.,2,14
277622,36,Autumn Of My Life,Bobby Goldsboro,19,9
277630,44,Lover's Holiday,Peggy Scott & Jo Jo Benson,31,12
277631,45,Dreams Of The Everyday Housewife,Glen Campbell,32,8
277633,47,Indian Lake,The Cowsills,10,13
277635,49,Hitch It To The Horse,The Fantastic Johnny C,34,9
277637,51,Hard To Handle,Otis Redding,51,7
277642,56,Somebody Cares,Tommy James And The Shondells,53,5
277648,62,Yesterday's Dreams,Four Tops,49,6
277650,64,Prayer Meetin',Willie Mitchell,45,7
277659,73,The Impossible Dream,Roger Williams,55,7
277660,74,Breaking Up Is Hard To Do,The Happenings,67,5
277661,75,Never Going Back,The Lovin' Spoonful,73,5
277662,76,Mrs. Bluebird,Eternity's Children,69,7
277665,79,Mr. Bojangles,Jerry Jeff Walker,77,5
277669,83,I Heard It Thru The Grapevine,King Curtis & The Kingpins,83,3
277671,85,I Am Your Man,Bobby Taylor & The Vancouvers,85,3
277672,86,Give Me One More Chance,Wilmer And The Dukes,80,6
277673,87,I'm Gonna Do What They Do To Me,B.B. King,74,5
277674,88,Anyway That You Want Me,The American Breed,88,4
277679,93,M'Lady,Sly & The Family Stone,93,3
277722,36,Don't Take It So Hard,Paul Revere & The Raiders Featuring Mark Lindsay,27,9
277726,40,Angel Of The Morning,Merrilee Rush & The Turnabouts,7,16
277727,41,This Guy's In Love With You,Herb Alpert,1,14
277728,42,Reach Out Of The Darkness,Friend And Lover,10,14
277754,68,Two-Bit Manchild,Neil Diamond,66,6
277761,75,Competition Ain't Nothin',Little Carl Carlton,75,8
277764,78,Happy,Nancy Sinatra,74,4
277765,79,Mister Bo Jangles,Bobby Cole,79,3
277772,86,Montage From How Sweet It Is (I Know That You Know),The Love Generation,86,3
277777,91,Soul Meeting,The Soul Clan,91,4
277782,96,Mister Nico,Four Jacks And A Jill,96,2
277815,29,The Look Of Love,Sergio Mendes & Brasil '66,4,14
277824,38,"Face It Girl, It's Over",Nancy Wilson,29,14
277828,42,Eleanor Rigby,Ray Charles,35,10
277829,43,Here Comes The Judge,Shorty Long,8,11
277832,46,Folsom Prison Blues,Johnny Cash,32,12
277846,60,Dreams Of The Everyday Housewife,Wayne Newton,60,7
277848,62,Baby You Come Rollin' Across My Mind,The Peppermint Trolley Company,59,10
277879,93,Life,Sly & The Family Stone,93,3
277880,94,Send My Baby Back,Freddie Hughes,94,6
277922,36,Never Give You Up,Jerry Butler,20,14
277924,38,She's A Heartbreaker,Gene Pitney,16,13
277928,42,I Love You,People,14,18
277929,43,I'm A Midnight Mover,Wilson Pickett,24,7
277931,45,Here Comes The Judge,Pigmeat Markham,19,8
277932,46,MacArthur Park,Richard Harris,2,13
277933,47,Yummy Yummy Yummy,Ohio Express,4,14
277938,52,Amen,Otis Redding,36,5
277941,55,With Pen In Hand,Billy Vera,43,6
277946,60,Here I Am Baby,The Marvelettes,44,9
277956,70,Can't You See Me Cry,The New Colony Six,52,8
277958,72,"Your Time Hasn't Come Yet, Baby",Elvis Presley With The Jordanaires,72,7
277964,78,(The Puppet Song) Whiskey On A Sunday,The Irish Rovers,75,7
278020,34,Mony Mony,Tommy James And The Shondells,3,17
278025,39,D. W. Washburn,The Monkees,19,7
278036,50,It Should Have Been Me,Gladys Knight And The Pips,40,8
