,category,nominee,artist,workers
3525,"Best Country Vocal Performance, Male",That's The Way Love Goes,Merle Haggard,
3526,Best Country Performance By A Duo Or Group With Vocal,Mama He's Crazy,The Judds,
3527,Best Country Instrumental Performance,Wheel Hoss,Ricky Skaggs,
3528,Best Country Song,City Of New Orleans,,"Steve Goodman, songwriter (Willie Nelson)"
3529,"Best Gospel Performance, Female",Angels,Amy Grant,
3530,"Best Gospel Performance, Male",Michael W. Smith,Michael W. Smith,
3531,Best Gospel Performance By A Duo Or Group,Keep The Flame Burning,Debby Boone & Phil Driscoll,
3532,"Best Soul Gospel Performance, Female",Sailin',Shirley Caesar,
3533,"Best Soul Gospel Performance, Male",Always Remember,Andrae Crouch,
3534,Best Soul Gospel Performance By A Duo Or Group,Sailin' On The Sea Of Your Love,Shirley Caesar & Al Green,
3535,Best Inspirational Performance,Forgive Me,Donna Summer,
3536,Best Latin Pop Performance,Always In My Heart (Siempre En Mi Corazon),Placido Domingo,
3537,Best Tropical Latin Performance,Palo Pa Rumba,Eddie Palmieri,
3538,Best Mexican-American Performance,Me Gustas Tal Como Eres,Luis Miguel & Sheena Easton,
3539,Best Traditional Blues Recording,Blues Explosion,"John Hammond, Stevie Ray Vaughan & Double Trouble, Sugar Blue, Koko Taylor & The Blues Machine, Luther ""Guitar Junior"" Johnson, J.B. Hutto & The New Hawks",
3540,Best Ethnic Or Traditional Folk Recording,Elizabeth Cotten Live!,Elizabeth Cotten,
3541,Best Reggae Recording,Anthem,Black Uhuru,
3542,Best Recording For Children,Where The Sidewalk Ends,Shel Silverstein,
3543,Best Comedy Recording,Eat It,Weird Al Yankovic,
3544,Best Spoken Word Or Non-Musical Recording,The Words Of Gandhi,Ben Kingsley,
3545,Best Instrumental Composition,Olympic Fanfare & Theme,,"John Williams, composer (John Williams)"
3546,Best Instrumental Composition,The Natural,,"Randy Newman, composer (Randy Newman)"
3547,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Purple Rain,,"Lisa Coleman, Wendy Melvoin, John L. Nelson & Prince, composers (Prince & The Revolution)"
3548,Best Cast Show Album,Sunday In The Park With George,,"Stephen Sondheim, composer; Stephen Sondheim, lyricist; Thomas Z. Shepard, producer (Original Cast Including Bernadette Peters, Mandy Patinkin & Others)"
3549,"Best Video, Short Form",David Bowie,David Bowie,
3550,Best Video Album,Making Michael Jackson's Thriller,Michael Jackson,
3551,Best Jazz Vocal Performance,Nothin' But The Blues,Joe Williams,
3552,"Best Jazz Instrumental Performance, Soloist",Hot House Flowers,,"Wynton Marsalis, soloist"
3553,"Best Jazz Instrumental Performance, Group",New York Scene,Art Blakey & The Jazz Messengers,
3554,"Best Jazz Instrumental Performance, Big Band",88 Basie Street,Count Basie,
3555,Best Arrangement On An Instrumental,Grace (Gymnastics Theme),,"Quincy Jones & Jeremy Lubbock, arrangers (Quincy Jones)"
3556,Best Instrumental Arrangement Accompanying Vocal(s),Hard Habit To Break,,"David Foster & Jeremy Lubbock, arrangers (Chicago)"
3557,Best Vocal Arrangement For Two Or More Voices,Automatic,,"Pointer Sisters (Anita Pointer, Ruth Pointer & June Pointer-Whitmore), arrangers (The Pointer Sisters)"
3558,Best Album Package,She's So Unusual,,"Janet Perr, art director (Cyndi Lauper)"
3559,Best Album Notes,Big Band Jazz,,"Gunther Schuller & Martin Williams, album notes writers (Paul Whiteman, Fletcher Henderson, Chick Webb, Tommy Dorsey, Count Basie, Benny Goodman & Others)"
3560,Best Historical Album,Big Band Jazz,,"(Paul Whiteman, Fletcher Henderson, Chick Webb, Tommy Dorsey, Count Basie, Benny Goodman & Others)"
3561,Best Engineered Recording - Non-Classical,17,,"Humberto Gatica, engineer (Chicago)"
3562,Producer Of The Year (Non-Classical),James Anthony Carmichael & Lionel Richie,,
3563,Producer Of The Year (Non-Classical),David Foster,,
3564,Best Classical Album,Amadeus,,"Neville Marriner, artist; John Strauss, producer"
3565,Best Classical Orchestral Recording,Prokofiev: Symphony No. 5 In B Flat,,"Leonard Slatkin, conductor (Saint Louis Symphony Orchestra)"
3566,Best Opera Recording,Bizet: Carmen,,"Placido Domingo, Faith Esham, Julia Migenes & Ruggero Raimondi; Lorin Maazel, conductor; Michel Glotz, producer (Choeurs Et Maitrise De Radio France; Orchestre National De France)"
3567,Best Choral Performance (Other Than Opera),Brahms: A German Requiem,,"James Levine, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)"
3568,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),"Wynton Marsalis-Edita Gruberova-Handel, Purcell, Etc,",,"Wynton Marsalis, artist (English Chamber Orchestra)"
3569,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Bach: The Unaccompanied Cello Suites,,"Yo-Yo Ma, artist"
3570,Best Chamber Music Performance,Beethoven: The Late String Quartets,,"Juilliard String Quartet (Earl Carlyss, Joel Krosnick, Robert Mann & Samuel Rhodes), artists"
3571,Best Classical Vocal Soloist Performance,Ravel: Songs Of Maurice Ravel,,(Pierre Boulez; BBC Symphony Orchestra & Ensemble InterContemporain)
3572,Best New Classical Composition,Barber: Antony And Cleopatra,,"Samuel Barber, composer"
3573,"Best Engineered Recording, Classical","Prokofiev: Symphony No. 5 In B Flat, Op. 100",,"Paul Goodman, engineer (Leonard Slatkin, conductor)"
3574,Classical Producer Of The Year,Steven Epstein,,
3575,Record Of The Year,Beat It,Michael Jackson,"Michael Jackson & Quincy Jones, producers"
3576,Album Of The Year,Thriller,Michael Jackson,"Michael Jackson & Quincy Jones, producers"
3577,Song Of The Year,Every Breath You Take,,"Sting, songwriter (The Police)"
3578,Best New Artist,Culture Club,,
3579,"Best Pop Vocal Performance, Female",Flashdance - What A Feeling,Irene Cara,
3580,"Best Pop Vocal Performance, Male",Thriller,Michael Jackson,
3581,Best Pop Performance By A Duo Or Group With Vocal,Every Breath You Take,The Police,
3582,Best Pop Instrumental Performance,Being With You,George Benson,
3583,"Best Rock Vocal Performance, Female",Love Is A Battlefield,Pat Benatar,
3584,"Best Rock Vocal Performance, Male",Beat It,Michael Jackson,
3585,Best Rock Performance By A Duo Or Group With Vocal,Synchronicity,The Police,
3586,Best Rock Instrumental Performance,Brimstone And Treacle,Sting,
3587,"Best R&B Vocal Performance, Female",Chaka Khan,Chaka Khan,
3588,"Best R&B Vocal Performance, Male",Billie Jean,Michael Jackson,
3589,Best R&B Performance By A Duo Or Group With Vocal,Ain't Nobody,Rufus & Chaka Khan,
3590,Best R&B Instrumental Performance,Rockit,Herbie Hancock,
3591,Best Rhythm & Blues Song,Billie Jean,,"Michael Jackson, songwriter (Michael Jackson)"
3592,"Best Jazz Fusion Performance, Vocal Or Instrumental",Travels,Pat Metheny Group,
3593,"Best Country Vocal Performance, Female",A Little Good News,Anne Murray,
3594,"Best Country Vocal Performance, Male",I.O.U.,Lee Greenwood,
3595,Best Country Performance By A Duo Or Group With Vocal,The Closer You Get...,Alabama,
3596,Best Country Instrumental Performance,Fireball,The New South,
3597,Best New Country Song,Stranger In My House,,"Mike Reid, songwriter (Ronnie Milsap)"
3598,"Best Gospel Performance, Female",Ageless Medley,Amy Grant,
3599,"Best Gospel Performance, Male",Walls Of Glass,Russ Taff,
3600,Best Gospel Performance By A Duo Or Group,More Than Wonderful,Sandi Patti & Larnelle Harris,
3601,"Best Soul Gospel Performance, Female",We Sing Praises,Sandra Crouch,
3602,"Best Soul Gospel Performance, Male",I'll Rise Again,Al Green,
3603,Best Soul Gospel Performance By A Duo Or Group,I'm So Glad I'm Standing Here Today,Barbara Mandrell & Bobby Jones,
3604,Best Inspirational Performance,He's A Rebel,Donna Summer,
3605,Best Latin Pop Performance,Me Enamore,Jose Feliciano,
3606,Best Tropical Latin Performance,On Broadway,Tito Puente & His Latin Ensemble,
3607,Best Mexican-American Performance,Anselma,Los Lobos,
3608,Best Traditional Blues Recording,Blues 'N' Jazz,B.B. King,
3609,Best Ethnic Or Traditional Folk Recording,I'm Here,Clifton Chenier & His Red Hot Louisiana Band,
3610,Best Recording For Children,E.T. The Extra-Terrestrial,Michael Jackson,
3611,Best Comedy Recording,Eddie Murphy: Comedian,Eddie Murphy,
3612,Best Spoken Word Or Non-Musical Recording,Copland: A Lincoln Portrait,William Warfield,
3613,Best Instrumental Composition,Love Theme From Flashdance,,"Giorgio Moroder, composer (Various Artists (Helen St. John))"
3614,Best Album Of Original Score Written For A Motion Picture Or A Television Special,Flashdance,,"Michael Boddicker, Irene Cara, Kim Carnes, Douglas Cotler, Keith Forsey, Richard Gilbert, Jerry Hey, Duane Hitchings, Craig Krampf, Ronald Magness, Dennis Matkosky, Giorgio Moroder, Phil Ramone, Michael Sembello & Shandi Sinnamon, composers (Various Artists)"
3615,Best Cast Show Album,Cats (Complete Original Broadway Cast Recording),,"Andrew Lloyd Webber, producer (Original Broadway Cast)"
3616,"Best Video, Short Form",Girls On Film/Hungry Like The Wolf,Duran Duran,
3617,Best Video Album,Duran Duran,Duran Duran,
3618,"Best Jazz Vocal Performance, Female",The Best Is Yet To Come,Ella Fitzgerald,
3619,"Best Jazz Vocal Performance, Male",Top Drawer,Mel Tormé,
3620,"Best Jazz Vocal Performance, Duo Or Group",Why Not!,The Manhattan Transfer,
3621,"Best Jazz Instrumental Performance, Soloist",Think Of One,,"Wynton Marsalis, soloist"
3622,"Best Jazz Instrumental Performance, Group",At The Vanguard,The Phil Woods Quartet,
3623,"Best Jazz Instrumental Performance, Big Band",All In Good Time,Rob McConnell & The Boss Brass,
3624,Best Arrangement On An Instrumental,Summer Sketches '82,,"Dave Grusin, arranger (Dave Grusin)"
3625,Best Instrumental Arrangement Accompanying Vocal(s),What's New,,"Nelson Riddle, arranger (Linda Ronstadt)"
3626,Best Vocal Arrangement For Two Or More Voices,Be Bop Medley,,"Chaka Khan & Arif Mardin, arrangers (Chaka Khan)"
3627,Best Album Package,Speaking In Tongues,,"Robert Rauschenberg, art director (Talking Heads)"
3628,Best Album Notes,The Interplay Sessions,,"Orrin Keepnews, album notes writer (Bill Evans)"
3629,Best Historical Album,"The Greatest Recordings Of Arturo Toscanini - Symphonies, Vol. I",,(Arturo Toscanini)
3630,Best Engineered Recording - Non-Classical,Thriller,,"Bruce Swedien, engineer (Michael Jackson)"
3631,Producer Of The Year (Non-Classical),Michael Jackson & Quincy Jones,,
3632,Best Classical Album,Mahler: Symphony No. 9 In D,,"Georg Solti, artist; James Mallinson, producer"
3633,Best Orchestral Recording,Mahler: Symphony No. 9 In D,,"Georg Solti, conductor (Chicago Symphony Orchestra)"
3634,Best Opera Recording,Mozart: Le Nozze Di Figaro,,"Thomas Allen, Kurt Moll, Lucia Popp, Samuel Ramey, Kiri Te Kanawa & Frederica von Stade; Georg Solti, conductor; Christopher Raeburn, producer (London Philharmonic)"
3635,Best Opera Recording,Verdi: La Traviata,,"Placido Domingo, Cornell MacNeil & Teresa Stratas; James Levine, conductor; Jay David Saks & Max Wilcox, producers (Metropolitan Opera Orchestra)"
3636,Best Choral Performance (Other Than Opera),Haydn: The Creation,,"Georg Solti, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)"
3637,Best Chamber Music Performance,"Brahms: Sonata For Cello And Piano In E Minor, Op. 38 And Sonata In F, Op. 99",,"Mstislav Rostropovich & Rudolf Serkin, artists"
3638,Best Classical Performance - Instrumental Soloist Or Soloists (With Orchestra),Haydn: Trumpet Concerto In E Flat/L. Mozart: Trumpet  Concerto In D/Hummel: Trumpet Concerto In E Flat,,"Wynton Marsalis, artist (National Philharmonic Orchestra)"
3639,Best Classical Performance - Instrumental Soloist Or Soloists (Without Orchestra),Beethoven: Piano Sonatas Nos. 12 & 13,,"Glenn Gould, artist"
3640,Best Classical Vocal Soloist Performance,Leontyne Price & Marilyn Horne In Concert At The Met,,(James Levine; Metropolitan Opera Orchestra)
3641,"Best Engineered Recording, Classical",Mahler: Symphony No. 9 In D,,"James Lock, engineer (Georg Solti, conductor)"
3642,Classical Producer Of The Year,Marc Aubort & Joanna Nickrenz,,
3643,Record Of The Year,Rosanna,Toto,"Toto (Bobby Kimball, Steve Lukather, David Paich, Jeff Porcaro, Michael Porcaro & Steve Porcaro), producers"
3644,Album Of The Year,Toto IV,Toto,"Toto (Bobby Kimball, Steve Lukather, David Paich, Jeff Porcaro, Michael Porcaro & Steve Porcaro), producers"
3645,Song Of The Year,Always On My Mind,,"Wayne Carson, Johnny Christopher & Mark James, songwriters (Willie Nelson)"
3646,Best New Artist,Men At Work,,
3647,"Best Pop Vocal Performance, Female",You Should Hear How She Talks About You,Melissa Manchester,
3648,"Best Pop Vocal Performance, Male",Truly,Lionel Richie,
3649,Best Pop Performance By A Duo Or Group With Vocal,Up Where We Belong,Joe Cocker & Jennifer Warnes,
3650,Best Pop Instrumental Performance,Chariots Of Fire Theme (Dance Version),Ernie Watts,
3651,"Best Rock Vocal Performance, Female",Shadows Of The Night,Pat Benatar,
3652,"Best Rock Vocal Performance, Male",Hurts So Good,John Cougar Mellencamp,
3653,Best Rock Performance By A Duo Or Group With Vocal,Eye Of The Tiger,Survivor,
3654,Best Rock Instrumental Performance,D.N.A.,A Flock Of Seagulls,
3655,"Best R&B Vocal Performance, Female",And I Am Telling You I'm Not Going,Jennifer Holliday,
3656,"Best R&B Vocal Performance, Male",Sexual Healing,Marvin Gaye,
3657,Best R&B Performance By A Duo Or Group With Vocal,Let It Whip,Dazz Band,
3658,Best R&B Performance By A Duo Or Group With Vocal,Wanna Be With You,"Earth, Wind & Fire",
3659,Best R&B Instrumental Performance,Sexual Healing (Instrumental Version),Marvin Gaye,
3660,Best Rhythm & Blues Song,Turn Your Love Around,,"Bill Champlin, Jay Graydon & Steve Lukather, songwriters (George Benson)"
3661,"Best Jazz Fusion Performance, Vocal Or Instrumental",Offramp,Pat Metheny,
3662,"Best Country Vocal Performance, Female",Break It To Me Gently,Juice Newton,
3663,"Best Country Vocal Performance, Male",Always On My Mind,Willie Nelson,
3664,Best Country Performance By A Duo Or Group With Vocal,Mountain Music,Alabama,
3665,Best Country Instrumental Performance,Alabama Jubilee,Roy Clark,
3666,Best Country Song,Always On My Mind,,"Wayne Carson, Johnny Christopher & Mark James, songwriters (Willie Nelson)"
3667,"Best Gospel Performance, Contemporary",Age To Age,Amy Grant,
3668,"Best Gospel Performance, Traditional",I'm Following You,Blackwood Brothers,
3669,"Best Soul Gospel Performance, Contemporary",Higher Plane,Al Green,
3670,"Best Soul Gospel Performance, Traditional",Precious Lord,Al Green,
3671,Best Inspirational Performance,He Set My Life To Music,Barbara Mandrell,
3672,Best Traditional Blues Recording,Alright Again,"Clarence ""Gatemouth"" Brown",
3673,Best Ethnic Or Traditional Folk Recording,Queen Ida & The Bon Temps Zydeco Band On Tour,Queen Ida,
3674,Best Latin Recording,Machito & His Salsa Big Band '82,Machito,
3675,Best Recording For Children,In Harmony 2,(Various Artists),
3676,Best Comedy Recording,Live On The Sunset Strip,Richard Pryor,
3677,"Best Spoken Word, Documentary Or Drama Recording",Raiders Of The Lost Ark - The Movie On Record,(Various Artists),
3678,Best Instrumental Composition,Flying - Theme From E.T. The Extra-Terrestrial,,"John Williams, composer (John Williams)"
3679,Best Album Of Original Score Written For A Motion Picture Or Television Special,E.T. The Extra-Terrestrial,,"John Williams, composer (John Williams)"
3680,Best Cast Show Album,Dreamgirls,,"Henry Krieger, composer; Tom Eyen, lyricist; David Foster, producer (Various Artists)"
3681,Video Of The Year,Olivia Physical,Olivia Newton-John,
3682,"Best Jazz Vocal Performance, Female",Gershwin Live!,Sarah Vaughan,
3683,"Best Jazz Vocal Performance, Male",An Evening With George Shearing & Mel Tormé,Mel Tormé,
3684,Best Jazz Vocal Performance Duo Or Group,Route 66,The Manhattan Transfer,
3685,"Best Jazz Instrumental Performance, Soloist",We Want Miles,,"Miles Davis, soloist"
3686,"Best Jazz Instrumental Performance, Group",More Live,Phil Woods Quartet,
3687,"Best Jazz Instrumental Performance, Big Band",Warm Breeze,Count Basie,
3688,Best Arrangement On An Instrumental Recording,Flying,,"John Williams, arranger (John Williams)"
3689,Best Instrumental Arrangement Accompanying Vocal(s),Rosanna,,"Jerry Hey, David Paich & Jeff Porcaro, arrangers (Toto)"
3690,Best Vocal Arrangement For Two Or More Voices,Rosanna,,"David Paich, arranger (Toto)"
3691,Best Album Package,Get Closer,,"John Kosh & Ron Larson, art directors (Linda Ronstadt)"
3692,Best Album Notes,Bunny Berigan - Giants Of Jazz,,"John Chilton & Richard M. Sudhalter, album notes writers (Bunny Berigan)"
3693,Best Historical Album,"The Tommy Dorsey/Frank Sinatra Sessions - Vols. 1 ,2 & 3",,(Tommy Dorsey & Frank Sinatra)
3694,Best Engineered Recording - Non-Classical,Toto IV,,"Tom Knox, Greg Ladanyi, David Leonard & Al Schmitt, engineers (Toto)"
3695,Producer Of The Year,Toto,,
3696,Best Classical Album,Bach: The Goldberg Variations,,"Glenn Gould, artist; Samuel H. Carter, producer"
3697,Best Orchestral Performance,Mahler: Sym. No. 7 In E Min. (Song Of The Night),,"James Levine, conductor (Chicago Symphony Orchestra)"
3698,Best Opera Recording,Wagner: Der Ring Des Nibelungen,,"Jeannine Altmeyer, Hermann Becht, Peter Hofmann, Siegfried Jerusalem, Gwyneth Jones, Manfred Jung, Donald McIntyre, Matti Salminen, Ortrun Wenkel & Heinz Zednik; Pierre Boulez, conductor; Andrew Kazdin, producer (Bayreuth Festival Orchestra)"
3699,Best Choral Performance (Other Than Opera),Berlioz: La Damnation De Faust,,"Georg Solti, conductor (Chicago Symphony Chorus; Chicago Symphony Orchestra)"
